Customer_ID,Risk_Level,Hidden_Persona,Offer_Category,Offer_Details,Data_Leftover_Rule,Projected_Next_Spend
CUST_0390,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0391,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0392,High,1,Unused Data Credit,Crediting ₹26.4 for 17.6GB unused data. Next recharge drops to ₹362.6.,N/A,362.6
CUST_0393,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0394,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0395,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0396,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0397,Medium,1,Unused Data Credit,Crediting ₹55.5 for 37.0GB unused data. Next recharge drops to ₹333.5.,N/A,333.5
CUST_0398,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0399,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0400,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0401,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0402,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0403,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0404,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0405,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0406,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0407,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0408,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0409,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0410,Medium,1,Unused Data Credit,Crediting ₹43.95 for 29.3GB unused data. Next recharge drops to ₹345.05.,N/A,345.05
CUST_0411,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0412,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0413,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0414,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0415,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0416,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0417,Medium,1,Unused Data Credit,Crediting ₹52.8 for 35.2GB unused data. Next recharge drops to ₹336.2.,N/A,336.2
CUST_0418,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0419,Medium,1,Unused Data Credit,Crediting ₹57.75 for 38.5GB unused data. Next recharge drops to ₹331.25.,N/A,331.25
CUST_0420,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0421,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0422,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0423,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0424,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0425,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0426,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0427,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0428,Medium,1,Unused Data Credit,Crediting ₹37.5 for 25.0GB unused data. Next recharge drops to ₹351.5.,N/A,351.5
CUST_0429,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0430,High,1,Unused Data Credit,Crediting ₹45.15 for 30.1GB unused data. Next recharge drops to ₹343.85.,N/A,343.85
CUST_0431,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0432,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0433,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0434,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0435,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0436,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0437,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0438,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0439,Medium,1,Unused Data Credit,Crediting ₹56.1 for 37.4GB unused data. Next recharge drops to ₹332.9.,N/A,332.9
CUST_0440,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0441,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0442,Medium,1,Unused Data Credit,Crediting ₹31.65 for 21.1GB unused data. Next recharge drops to ₹357.35.,N/A,357.35
CUST_0443,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0444,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0445,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0446,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0447,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0448,Medium,1,Unused Data Credit,Crediting ₹53.4 for 35.6GB unused data. Next recharge drops to ₹335.6.,N/A,335.6
CUST_0449,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0450,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0451,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0452,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0453,Medium,1,Unused Data Credit,Crediting ₹42.9 for 28.6GB unused data. Next recharge drops to ₹346.1.,N/A,346.1
CUST_0454,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0455,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0456,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0457,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0458,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0459,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0460,Medium,1,Unused Data Credit,Crediting ₹54.3 for 36.2GB unused data. Next recharge drops to ₹334.7.,N/A,334.7
CUST_0461,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0462,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0463,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0464,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0465,High,1,Unused Data Credit,Crediting ₹28.8 for 19.2GB unused data. Next recharge drops to ₹360.2.,N/A,360.2
CUST_0466,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0467,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0468,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0469,Medium,1,Unused Data Credit,Crediting ₹58.5 for 39.0GB unused data. Next recharge drops to ₹330.5.,N/A,330.5
CUST_0470,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0471,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0472,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0473,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0474,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0475,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0476,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0477,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0478,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0479,High,1,Unused Data Credit,Crediting ₹32.7 for 21.8GB unused data. Next recharge drops to ₹356.3.,N/A,356.3
CUST_0480,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0481,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0482,Medium,1,Unused Data Credit,Crediting ₹48.9 for 32.6GB unused data. Next recharge drops to ₹340.1.,N/A,340.1
CUST_0483,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0484,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0485,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0486,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0487,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0488,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0489,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0490,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0491,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0492,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0493,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0494,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0495,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0496,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0497,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0498,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0499,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0500,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0501,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0502,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0503,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0504,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0505,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0506,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0507,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0508,High,1,Unused Data Credit,Crediting ₹41.85 for 27.9GB unused data. Next recharge drops to ₹347.15.,N/A,347.15
CUST_0509,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0510,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0511,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0512,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0513,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0514,High,1,Unused Data Credit,Crediting ₹28.35 for 18.9GB unused data. Next recharge drops to ₹360.65.,N/A,360.65
CUST_0515,Medium,1,Unused Data Credit,Crediting ₹58.8 for 39.2GB unused data. Next recharge drops to ₹330.2.,N/A,330.2
CUST_0516,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0517,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0518,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0519,Medium,1,Unused Data Credit,Crediting ₹50.25 for 33.5GB unused data. Next recharge drops to ₹338.75.,N/A,338.75
CUST_0520,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0521,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0522,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0523,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0524,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0525,High,1,Unused Data Credit,Crediting ₹37.05 for 24.7GB unused data. Next recharge drops to ₹351.95.,N/A,351.95
CUST_0526,Medium,1,Unused Data Credit,Crediting ₹53.85 for 35.9GB unused data. Next recharge drops to ₹335.15.,N/A,335.15
CUST_0527,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0528,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0529,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0530,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0531,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0532,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0533,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0534,High,1,Unused Data Credit,Crediting ₹41.4 for 27.6GB unused data. Next recharge drops to ₹347.6.,N/A,347.6
CUST_0535,Medium,1,Unused Data Credit,Crediting ₹45.15 for 30.1GB unused data. Next recharge drops to ₹343.85.,N/A,343.85
CUST_0536,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0537,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0538,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0539,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0540,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0541,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0542,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0543,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0544,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0545,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0546,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0547,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0548,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0549,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0550,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0551,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0552,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0553,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0554,High,1,Unused Data Credit,Crediting ₹38.4 for 25.6GB unused data. Next recharge drops to ₹350.6.,N/A,350.6
CUST_0555,Medium,1,Unused Data Credit,Crediting ₹23.25 for 15.5GB unused data. Next recharge drops to ₹365.75.,N/A,365.75
CUST_0556,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0557,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0558,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0559,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0560,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0561,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0562,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0563,High,1,Unused Data Credit,Crediting ₹42.75 for 28.5GB unused data. Next recharge drops to ₹346.25.,N/A,346.25
CUST_0564,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0565,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0566,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0567,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0568,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0569,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0570,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0571,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0572,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0573,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0574,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0575,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0576,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0577,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0578,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0579,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0580,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0581,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0582,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0583,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0584,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0585,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0586,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0587,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0588,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0589,Medium,1,Unused Data Credit,Crediting ₹51.75 for 34.5GB unused data. Next recharge drops to ₹337.25.,N/A,337.25
CUST_0590,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0591,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0592,Medium,1,Unused Data Credit,Crediting ₹33.6 for 22.4GB unused data. Next recharge drops to ₹355.4.,N/A,355.4
CUST_0593,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0594,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0595,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0596,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0597,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0598,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0599,High,1,Unused Data Credit,Crediting ₹31.8 for 21.2GB unused data. Next recharge drops to ₹357.2.,N/A,357.2
CUST_0600,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0601,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0602,Medium,1,Unused Data Credit,Crediting ₹54.75 for 36.5GB unused data. Next recharge drops to ₹334.25.,N/A,334.25
CUST_0603,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0604,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0605,High,1,Unused Data Credit,Crediting ₹43.2 for 28.8GB unused data. Next recharge drops to ₹345.8.,N/A,345.8
CUST_0606,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0607,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0608,Medium,1,Unused Data Credit,Crediting ₹34.8 for 23.2GB unused data. Next recharge drops to ₹354.2.,N/A,354.2
CUST_0609,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0610,High,1,Unused Data Credit,Crediting ₹38.25 for 25.5GB unused data. Next recharge drops to ₹350.75.,N/A,350.75
CUST_0611,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
